injury_id,angle_id,frame_index,bbox_x1,bbox_y1,bbox_x2,bbox_y2,track_conf,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf,velocity,acceleration
injury_01,angle_03,3,1116.0,312.3,1352.6,724.3,0.877,1154.52,1152.5,1161.9,1152.51,1192.1,1171.03,1218.42,1206.69,1189.71,1193.63,1151.07,1242.07,1279.98,1202.46,1256.87,1301.36,1315.75,365.23,357.78,357.15,357.66,354.3,389.02,388.0,458.25,448.92,472.17,465.99,508.21,510.7,609.35,623.42,632.61,647.63,0.116,0.112,0.023,0.666,0.116,0.982,0.898,0.964,0.578,0.89,0.458,0.994,0.987,0.987,0.965,0.954,0.901,4.7502,-0.9675
injury_01,angle_03,4,1125.3,301.8,1395.3,720.5,0.901,1146.7,1148.27,1148.15,1156.22,1166.08,1154.72,1195.65,1166.67,1180.42,1169.6,1172.28,1220.94,1260.99,1168.06,1290.9,1221.51,1364.29,346.22,337.92,339.95,338.95,341.86,370.78,385.07,407.73,434.1,436.1,470.06,487.76,501.43,557.68,596.95,621.74,676.65,0.351,0.255,0.091,0.619,0.16,0.982,0.948,0.943,0.715,0.853,0.598,0.995,0.992,0.994,0.991,0.986,0.98,7.1287,2.3785
injury_01,angle_03,5,1112.7,283.6,1386.0,700.3,0.897,1148.81,1150.53,1141.14,1148.98,1136.79,1153.55,1174.11,1162.03,1172.08,1134.06,1148.87,1216.29,1242.31,1151.26,1277.16,1199.77,1348.41,323.86,317.03,316.97,320.75,320.57,358.59,361.26,403.76,429.91,355.13,448.36,481.59,483.27,574.57,580.72,631.52,638.8,0.724,0.492,0.552,0.422,0.599,0.981,0.958,0.789,0.487,0.557,0.328,0.994,0.991,0.994,0.992,0.991,0.987,9.6292,2.5005
injury_01,angle_03,6,1101.0,278.2,1325.3,701.3,0.662,1119.47,1123.49,1113.96,1128.71,1110.62,1150.05,1125.87,1200.32,1145.22,1224.0,1186.24,1204.63,1191.34,1187.8,1205.14,1263.59,1291.46,319.68,310.18,310.98,312.05,313.25,355.88,354.02,404.81,407.16,415.57,417.37,474.03,474.15,582.68,564.52,643.91,608.9,0.692,0.492,0.49,0.355,0.359,0.956,0.892,0.763,0.451,0.641,0.409,0.983,0.974,0.981,0.97,0.963,0.947,7.2893,-2.3399
injury_01,angle_03,7,1116.5,331.8,1338.3,704.8,0.732,1161.5,1163.27,1159.22,1159.35,1153.78,1161.63,1152.41,1207.66,1176.45,1227.82,1212.39,1165.33,1164.94,1157.44,1214.31,1201.44,1291.13,356.32,350.84,350.09,354.77,353.59,377.63,376.47,396.75,395.28,384.2,380.57,477.11,480.18,585.02,584.75,651.88,652.79,0.305,0.101,0.188,0.128,0.251,0.822,0.868,0.646,0.779,0.623,0.741,0.957,0.967,0.946,0.963,0.866,0.897,6.944,-0.3453
injury_01,angle_03,8,941.4,257.9,1244.9,726.7,0.85,1109.12,1102.76,1110.61,1077.23,1118.96,1050.55,1137.34,1024.67,1176.0,977.09,1202.17,1055.64,1113.91,1075.8,1165.07,1078.61,1162.49,306.6,298.92,298.22,301.49,300.62,344.59,340.09,409.43,396.51,428.25,403.07,470.67,468.52,571.27,562.08,679.22,660.73,0.093,0.02,0.043,0.339,0.69,0.993,0.992,0.974,0.967,0.916,0.896,0.999,0.999,0.999,0.998,0.992,0.991,12.0151,5.0711
injury_01,angle_03,9,1014.6,243.1,1236.8,721.8,0.868,1116.98,1113.93,1120.57,1089.63,1138.35,1062.18,1152.27,1035.16,1188.8,1066.2,1211.45,1067.77,1128.34,1090.15,1154.67,1101.93,1179.71,294.62,284.98,285.03,284.97,286.41,325.0,325.75,388.55,389.98,387.89,393.48,456.48,457.14,561.42,557.24,660.03,653.89,0.048,0.01,0.037,0.532,0.821,0.99,0.997,0.837,0.974,0.526,0.832,0.999,0.999,0.996,0.998,0.985,0.992,8.1414,-3.8737
injury_01,angle_03,10,1004.1,238.8,1283.6,696.1,0.897,1106.82,1106.52,1111.26,1094.91,1138.32,1075.41,1163.64,1024.79,1195.66,1026.19,1246.99,1111.66,1168.58,1095.5,1147.86,1136.33,1201.42,285.66,275.85,275.54,279.85,278.53,323.75,323.84,386.79,394.44,368.89,415.54,451.43,453.14,553.81,562.03,641.0,655.1,0.083,0.03,0.033,0.803,0.731,0.997,0.998,0.971,0.987,0.862,0.92,1.0,1.0,0.998,0.999,0.985,0.989,8.8037,0.6623
injury_01,angle_03,11,997.9,228.7,1318.5,695.0,0.907,1085.07,1085.59,1092.31,1086.92,1126.49,1085.26,1162.99,1081.24,1216.11,1030.87,1270.32,1140.05,1194.06,1079.49,1172.51,1150.47,1254.7,281.38,272.2,271.83,271.79,268.73,309.89,310.66,361.96,366.78,393.67,416.38,447.11,448.84,544.84,558.32,635.16,652.64,0.119,0.075,0.016,0.895,0.352,1.0,0.998,0.999,0.989,0.993,0.966,1.0,1.0,1.0,0.999,0.995,0.991,12.0225,3.2188
injury_01,angle_03,12,1031.7,219.2,1338.8,686.1,0.91,1086.71,1084.0,1094.5,1084.44,1125.48,1103.65,1155.45,1102.65,1214.52,1071.95,1277.6,1158.66,1197.47,1109.19,1198.52,1152.98,1301.98,275.71,268.12,267.01,264.47,259.87,296.77,295.84,335.94,356.64,354.65,394.64,441.49,438.32,554.55,541.77,648.06,621.81,0.063,0.029,0.012,0.587,0.2,0.991,0.99,0.98,0.977,0.944,0.938,0.999,0.999,0.998,0.998,0.985,0.987,13.791,1.7685
injury_01,angle_03,13,1078.9,198.9,1343.6,678.9,0.917,1093.63,1093.98,1102.57,1099.54,1137.84,1111.28,1169.11,1126.52,1223.67,1169.73,1275.3,1167.75,1208.3,1139.75,1202.87,1203.69,1303.28,256.79,247.51,246.52,245.89,241.11,284.79,283.0,311.17,333.0,321.31,356.14,429.16,426.14,547.49,527.37,630.79,592.21,0.095,0.041,0.02,0.592,0.182,0.985,0.989,0.949,0.972,0.88,0.924,0.999,0.999,0.997,0.998,0.984,0.99,14.4218,0.6308
injury_01,angle_03,14,1095.3,168.2,1310.3,668.4,0.931,1107.41,1107.9,1116.75,1118.57,1154.99,1138.82,1182.77,1160.74,1232.99,1185.27,1267.51,1177.24,1205.14,1169.23,1193.89,1240.46,1264.6,220.35,213.02,211.74,215.4,209.86,255.83,247.62,293.25,283.1,318.98,306.31,400.51,395.99,527.19,511.0,621.26,591.64,0.071,0.052,0.011,0.664,0.071,0.979,0.974,0.964,0.949,0.919,0.892,0.998,0.998,0.996,0.997,0.979,0.982,6.8808,-7.5411
injury_01,angle_03,15,1119.9,138.4,1310.1,654.4,0.906,1137.7,1140.28,1142.42,1149.73,1168.58,1157.45,1200.1,1188.7,1239.97,1216.43,1236.32,1192.22,1215.6,1182.33,1186.1,1269.27,1209.86,189.93,182.53,181.32,185.93,180.88,228.7,217.95,269.96,243.62,265.97,259.15,375.02,372.86,494.24,500.66,583.87,596.0,0.186,0.162,0.04,0.651,0.086,0.97,0.906,0.917,0.616,0.786,0.458,0.996,0.993,0.996,0.993,0.988,0.983,5.6229,-1.2578
injury_01,angle_03,16,1146.7,121.1,1340.4,615.2,0.887,1171.36,1174.16,1176.19,1186.77,1199.93,1207.3,1218.55,1243.84,1230.17,1237.76,1222.5,1229.42,1233.54,1209.23,1181.88,1297.51,1210.0,174.21,166.31,165.7,164.38,160.88,204.39,196.91,267.8,254.42,256.95,265.43,348.51,345.76,462.2,463.81,548.6,551.82,0.209,0.288,0.036,0.713,0.041,0.969,0.731,0.967,0.368,0.908,0.325,0.986,0.955,0.975,0.909,0.918,0.799,6.745,1.1221
injury_01,angle_03,17,1199.9,95.5,1336.7,498.0,0.865,1258.61,1255.6,1256.47,1241.0,1255.6,1264.11,1261.1,1310.11,1301.45,1300.35,1308.45,1267.12,1264.99,1241.79,1241.79,1262.0,1263.3,142.76,135.91,134.38,140.17,137.19,191.2,183.61,257.01,243.35,247.44,241.48,337.7,332.71,444.04,435.19,525.58,513.41,0.138,0.091,0.063,0.417,0.313,0.975,0.856,0.952,0.529,0.852,0.39,0.983,0.957,0.944,0.843,0.763,0.561,5.8546,-0.8904
injury_01,angle_03,18,1229.7,72.8,1429.8,526.3,0.911,1284.26,1290.32,1288.09,1309.03,1306.36,1333.06,1309.66,1380.03,1300.99,1406.65,1266.13,1332.41,1322.62,1299.36,1312.75,1352.28,1383.48,129.88,120.93,121.18,118.87,119.04,160.76,163.84,211.82,209.59,249.11,216.64,309.46,309.08,424.73,417.75,515.24,499.51,0.523,0.504,0.081,0.803,0.037,0.995,0.977,0.996,0.945,0.991,0.939,0.999,0.999,0.997,0.994,0.971,0.949,7.5291,1.6745
injury_01,angle_03,19,1297.9,60.9,1558.2,582.4,0.929,1379.33,1386.52,1380.22,1411.36,1394.1,1443.83,1397.8,1490.08,1384.83,1524.04,1336.95,1429.64,1409.06,1388.72,1402.67,1424.78,1492.12,118.71,110.34,110.56,108.55,108.22,150.38,153.24,207.13,218.15,275.71,248.31,306.26,302.68,429.04,412.46,537.77,502.5,0.649,0.66,0.089,0.831,0.023,0.998,0.988,0.999,0.978,0.998,0.98,1.0,1.0,0.999,0.999,0.992,0.984,10.4859,2.9568
injury_01,angle_03,20,1386.5,50.3,1658.0,581.3,0.941,1482.46,1491.61,1481.65,1518.55,1491.4,1553.11,1491.35,1603.19,1477.42,1630.05,1428.56,1535.91,1500.38,1508.22,1478.86,1566.05,1556.79,109.04,100.65,100.36,103.01,101.89,151.68,152.39,225.52,228.84,303.72,277.19,309.67,306.34,428.26,415.31,543.84,517.76,0.826,0.853,0.196,0.905,0.029,0.999,0.991,0.999,0.98,0.998,0.982,1.0,1.0,0.999,0.998,0.987,0.975,10.5102,0.0243
injury_01,angle_03,21,1480.7,54.3,1740.7,593.4,0.928,1583.31,1594.9,1580.74,1625.01,1586.23,1646.49,1587.45,1687.21,1565.72,1705.64,1517.58,1622.79,1582.33,1616.03,1550.63,1706.48,1575.23,113.15,104.06,103.0,106.61,103.35,162.71,157.38,243.54,235.77,324.93,304.12,322.23,319.07,437.02,427.66,548.05,536.49,0.938,0.941,0.466,0.926,0.059,0.999,0.996,0.999,0.984,0.998,0.982,1.0,1.0,1.0,0.999,0.994,0.99,10.3178,-0.1924
injury_01,angle_03,22,1558.3,75.1,1800.6,615.3,0.928,1647.92,1661.92,1643.14,1689.79,1641.01,1702.92,1640.09,1746.21,1617.46,1736.11,1588.86,1675.95,1633.17,1650.22,1594.57,1754.35,1631.28,134.92,124.13,123.51,124.88,123.98,181.82,178.71,275.4,252.85,355.31,328.9,341.14,338.22,452.53,456.93,547.63,554.19,0.984,0.982,0.855,0.948,0.166,0.999,0.996,0.996,0.968,0.994,0.963,0.999,0.999,0.999,0.997,0.989,0.983,6.1402,-4.1776
injury_01,angle_03,23,1609.0,90.8,1807.1,629.5,0.918,1707.38,1721.1,1697.77,1740.3,1684.27,1745.62,1676.78,1791.72,1652.72,1767.93,1639.27,1714.03,1673.67,1655.06,1643.57,1756.03,1707.41,150.39,139.09,139.11,140.12,140.76,202.19,196.33,301.87,266.93,362.52,334.17,362.2,361.81,468.39,486.23,553.54,585.74,0.982,0.972,0.922,0.87,0.473,0.998,0.995,0.994,0.962,0.989,0.954,0.999,0.999,0.998,0.996,0.986,0.977,7.5329,1.3927
injury_01,angle_03,24,1652.9,81.9,1885.1,643.3,0.924,1780.32,1792.55,1766.94,1803.01,1741.86,1815.68,1719.33,1862.03,1693.43,1835.69,1691.39,1782.11,1730.28,1690.83,1698.02,1732.96,1803.03,143.41,131.7,131.57,134.35,134.5,197.2,192.73,291.68,272.54,361.07,330.79,367.84,364.3,476.8,482.95,590.78,597.91,0.983,0.947,0.962,0.628,0.833,0.998,0.997,0.99,0.982,0.984,0.973,0.999,0.999,0.998,0.997,0.984,0.977,7.1277,-0.4052
injury_01,angle_03,25,1642.0,51.0,1920.0,683.3,0.943,1884.18,1896.94,1870.59,1909.68,1843.61,1920.0,1812.85,1920.0,1790.87,1920.0,1778.63,1876.37,1819.68,1763.79,1807.43,1714.77,1898.77,115.91,104.55,105.44,106.96,108.87,180.1,170.34,297.48,259.45,395.06,341.03,370.26,363.02,514.45,496.45,625.5,606.06,0.941,0.713,0.953,0.165,0.851,0.818,0.991,0.192,0.963,0.213,0.904,0.906,0.981,0.859,0.973,0.679,0.893,9.6536,2.5259
injury_01,angle_03,26,1821.3,0.2,1920.0,761.6,0.796,1896.71,1904.5,1893.95,1920.0,1900.79,1920.0,1909.24,1915.03,1896.57,1896.46,1875.57,1920.0,1915.76,1902.67,1893.56,1904.8,1899.71,98.15,80.26,82.58,89.09,92.69,182.72,185.65,303.67,302.61,371.31,377.66,410.39,410.01,544.52,542.54,700.16,701.76,0.133,0.045,0.081,0.026,0.038,0.039,0.47,0.044,0.757,0.135,0.782,0.144,0.479,0.192,0.625,0.142,0.448,4.1252,-5.5283
injury_01,angle_03,27,1782.8,28.7,1920.0,684.5,0.772,1906.08,1909.19,1904.73,1920.0,1911.56,1920.0,1920.0,1913.61,1917.5,1912.3,1908.1,1920.0,1920.0,1912.77,1914.81,1877.37,1870.49,124.55,113.46,115.15,125.09,126.06,167.83,166.04,143.8,138.22,122.47,124.67,343.01,341.24,474.07,473.41,618.81,620.97,0.002,0.001,0.001,0.001,0.002,0.001,0.005,0.007,0.035,0.027,0.091,0.055,0.103,0.162,0.323,0.226,0.388,4.1681,0.0429
injury_01,angle_03,28,1712.3,129.2,1990.5,584.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.9979,-2.1702
injury_01,angle_03,29,1688.3,66.5,1919.9,1015.3,0.796,1905.34,1903.56,1910.26,1905.59,1920.0,1920.0,1914.31,1887.16,1903.15,1885.42,1892.87,1920.0,1920.0,1920.0,1906.22,1815.53,1805.55,211.99,196.05,200.39,193.79,200.27,278.02,281.02,397.72,406.72,454.83,434.81,560.94,562.48,735.44,737.87,925.85,927.71,0.003,0.002,0.002,0.009,0.014,0.02,0.038,0.045,0.119,0.085,0.171,0.124,0.171,0.166,0.226,0.187,0.226,2.7255,0.7276
injury_02,angle_01,0,787.9,434.5,897.4,728.1,0.863,806.67,807.04,810.83,803.42,834.07,805.84,852.42,806.62,873.23,815.04,880.59,826.76,861.58,817.59,868.13,809.72,878.72,472.68,466.57,464.96,469.62,464.74,501.22,492.05,548.32,528.66,580.57,561.83,578.62,574.48,645.06,639.22,706.66,700.19,0.057,0.035,0.019,0.708,0.351,0.99,0.986,0.948,0.912,0.807,0.741,0.998,0.998,0.994,0.994,0.978,0.978,0.0,
injury_02,angle_01,1,746.1,388.1,905.6,724.0,0.411,782.65,787.43,782.82,803.36,795.35,819.52,821.34,838.09,844.37,843.13,817.34,861.31,863.6,845.67,860.16,836.05,844.19,451.46,445.22,443.27,440.95,433.89,468.22,450.72,532.95,487.17,573.32,535.88,538.16,531.7,624.96,617.74,709.14,704.95,0.737,0.741,0.273,0.81,0.12,0.992,0.945,0.971,0.607,0.925,0.565,0.996,0.99,0.994,0.984,0.984,0.968,8.3947,8.3947
injury_02,angle_01,2,600.5,358.6,907.7,951.0,0.856,744.39,755.54,742.49,788.72,749.57,817.13,738.26,843.57,683.74,850.3,620.16,767.57,728.56,724.49,766.52,659.23,731.32,439.45,431.76,430.31,432.98,427.69,487.17,466.56,556.26,512.78,570.06,568.17,639.55,627.46,762.92,740.56,882.49,862.71,0.895,0.893,0.356,0.883,0.039,0.997,0.987,0.994,0.943,0.989,0.94,0.999,0.999,0.999,0.998,0.991,0.988,3.4202,-4.9745
injury_02,angle_01,3,598.0,354.4,904.9,950.0,0.87,748.87,759.56,746.47,792.63,753.81,822.93,739.21,860.38,681.46,842.14,628.85,769.15,730.11,732.69,793.85,651.53,764.66,441.86,434.1,431.52,434.02,425.5,488.72,462.25,560.32,517.58,565.64,579.67,645.77,629.23,757.96,736.15,872.53,851.72,0.879,0.822,0.354,0.792,0.066,0.996,0.993,0.994,0.98,0.99,0.977,0.999,0.999,0.998,0.998,0.98,0.981,1.8441,-1.5762
injury_02,angle_01,4,594.5,360.8,891.1,925.0,0.869,740.17,752.54,737.95,789.72,746.26,826.59,731.13,877.59,683.76,843.3,633.36,776.33,733.27,717.79,797.81,642.44,805.52,424.97,418.16,415.16,424.39,415.26,485.3,463.55,558.78,517.17,573.59,571.29,648.55,635.96,760.31,756.41,857.42,863.45,0.956,0.947,0.518,0.944,0.072,0.999,0.997,0.997,0.985,0.994,0.98,0.999,0.999,0.998,0.997,0.97,0.969,11.6408,9.7967
injury_02,angle_01,5,590.0,341.5,923.9,941.1,0.832,758.94,766.42,763.36,798.78,785.77,852.35,759.7,896.66,694.01,867.26,622.57,814.26,769.4,803.54,807.53,682.54,812.73,403.37,394.23,393.83,399.93,397.57,467.54,463.72,549.7,514.14,611.73,571.59,640.52,640.61,746.37,763.35,848.08,889.37,0.491,0.466,0.039,0.854,0.012,0.996,0.992,0.997,0.986,0.994,0.981,1.0,1.0,0.999,0.999,0.992,0.993,13.9178,2.277
injury_02,angle_01,6,578.3,341.0,947.5,961.0,0.879,782.38,790.69,781.51,817.27,791.26,872.14,757.62,921.49,705.52,917.26,630.57,846.17,787.37,819.19,841.95,708.18,858.96,402.3,394.36,393.88,401.35,399.33,465.19,466.03,552.49,533.66,620.06,593.25,649.22,651.84,774.51,799.28,834.41,881.59,0.663,0.577,0.129,0.814,0.05,0.996,0.995,0.995,0.988,0.99,0.98,0.999,0.999,0.996,0.996,0.942,0.949,17.7793,3.8615
injury_02,angle_01,7,658.2,345.6,972.6,989.4,0.872,817.03,825.94,818.13,858.76,831.02,910.46,801.7,938.22,755.92,953.84,690.55,890.05,823.29,917.48,857.5,857.37,856.07,416.34,406.97,406.36,404.33,401.75,459.49,460.85,554.51,532.6,654.89,597.72,656.2,660.45,786.36,810.04,893.5,937.51,0.633,0.602,0.091,0.817,0.016,0.994,0.993,0.994,0.988,0.989,0.981,1.0,1.0,0.999,0.999,0.984,0.988,18.1381,0.3588
injury_02,angle_01,8,549.9,335.3,1017.3,1002.5,0.833,841.37,854.02,842.68,884.53,856.73,953.4,815.97,992.34,752.73,989.93,670.26,920.59,842.41,929.67,848.42,819.51,833.82,413.03,404.33,399.37,410.24,400.27,470.48,466.81,586.56,552.66,691.82,592.62,660.53,657.01,815.73,815.49,910.79,946.26,0.604,0.401,0.183,0.568,0.171,0.996,0.988,0.996,0.98,0.989,0.963,0.999,0.999,0.996,0.994,0.976,0.968,17.5845,-0.5536
injury_02,angle_01,9,711.2,316.8,1051.4,1015.2,0.902,878.12,890.1,878.86,920.17,885.9,967.25,847.02,1023.59,804.74,1025.26,743.67,938.65,859.93,972.47,851.94,894.64,820.09,388.91,380.53,377.25,388.97,380.11,454.54,455.94,553.16,538.41,645.2,601.14,661.05,665.27,781.99,817.36,884.44,948.02,0.869,0.808,0.309,0.856,0.048,0.998,0.998,0.997,0.995,0.995,0.992,1.0,1.0,1.0,1.0,0.996,0.997,16.351,-1.2335
injury_02,angle_01,10,730.9,290.8,1088.0,1030.4,0.896,915.48,926.58,915.82,948.42,923.42,1014.79,878.66,1066.4,823.37,1065.24,762.77,988.47,896.8,1034.7,849.01,963.57,775.74,357.22,347.24,342.98,356.79,349.54,424.24,436.16,517.22,539.38,589.09,584.43,643.92,647.28,782.12,798.13,889.47,950.36,0.624,0.365,0.247,0.409,0.199,0.989,0.983,0.99,0.981,0.983,0.972,0.999,0.998,0.994,0.992,0.967,0.963,12.5592,-3.7918
injury_02,angle_01,11,730.4,251.4,1124.0,1048.7,0.893,939.36,951.99,937.38,988.83,946.64,1042.74,928.24,1072.09,868.73,1077.67,846.46,1021.56,937.76,1062.13,887.55,1034.55,791.81,328.2,316.92,317.21,325.9,327.02,405.63,403.62,496.45,453.36,563.06,442.68,620.45,618.49,775.89,781.25,921.44,914.68,0.845,0.806,0.342,0.797,0.116,0.997,0.943,0.998,0.882,0.995,0.899,0.999,0.994,0.994,0.972,0.949,0.886,15.9233,3.3641
injury_02,angle_01,12,747.2,215.8,1180.0,1073.0,0.895,969.33,982.47,967.89,1020.7,980.63,1085.31,946.32,1123.29,851.85,1125.83,855.07,1047.75,947.06,1104.34,905.87,1124.93,822.18,297.03,281.44,283.87,290.67,293.1,394.77,373.27,534.24,441.47,643.07,467.24,638.67,625.54,834.69,802.72,996.09,943.8,0.838,0.734,0.358,0.706,0.134,0.996,0.97,0.997,0.95,0.994,0.948,0.999,0.997,0.993,0.981,0.942,0.902,15.6452,-0.2781
injury_02,angle_01,13,753.2,195.7,1187.3,1075.2,0.906,993.32,1012.51,985.83,1052.29,981.86,1099.95,938.25,1132.5,854.2,1133.75,855.81,1049.51,932.31,1110.32,892.54,1099.02,798.61,284.09,270.89,267.24,282.45,274.1,380.15,357.64,514.64,460.77,634.11,569.67,649.6,634.31,868.27,835.47,1002.89,967.16,0.961,0.908,0.72,0.814,0.321,0.999,0.994,0.999,0.984,0.997,0.981,1.0,0.999,0.996,0.991,0.951,0.926,13.0796,-2.5655
injury_02,angle_01,14,763.2,190.8,1174.9,1074.3,0.866,977.17,995.16,981.45,1042.07,997.33,1075.79,959.85,1100.05,849.61,1137.59,792.88,1012.07,929.73,1062.08,910.55,1074.04,816.61,305.83,293.45,287.73,305.56,291.36,404.22,389.66,523.58,496.43,650.97,632.9,681.1,672.71,896.46,890.23,1049.89,1058.31,0.91,0.859,0.536,0.777,0.168,0.995,0.949,0.995,0.885,0.991,0.893,0.997,0.992,0.986,0.957,0.888,0.795,17.0663,3.9866
injury_02,angle_01,15,699.2,185.6,1160.9,1071.9,0.862,944.99,965.9,940.22,1013.94,944.42,1080.39,893.03,1138.27,782.19,1100.94,732.49,1017.39,890.22,1090.16,916.15,1038.19,832.81,300.2,287.58,282.75,298.07,287.43,404.31,375.32,559.47,490.29,684.43,629.83,714.16,699.22,969.69,952.57,996.92,1000.47,0.87,0.762,0.512,0.636,0.223,0.99,0.969,0.988,0.942,0.98,0.934,0.995,0.991,0.909,0.863,0.447,0.397,16.4,-0.6662
injury_02,angle_01,16,688.0,200.1,1151.3,1069.9,0.843,868.13,890.46,863.12,961.01,885.01,1054.84,868.42,1116.16,803.05,1037.81,718.55,984.44,889.81,907.83,954.28,779.28,1013.97,332.38,313.3,313.91,318.21,316.23,435.87,415.62,609.74,511.11,776.42,630.51,769.7,752.5,1021.91,1011.15,1055.67,1046.77,0.867,0.83,0.432,0.848,0.186,0.995,0.967,0.985,0.853,0.963,0.769,0.987,0.971,0.813,0.665,0.3,0.223,15.8447,-0.5553
injury_02,angle_01,17,631.4,230.4,1134.4,1068.2,0.805,834.38,857.21,830.07,938.77,857.05,1018.45,851.23,1095.12,759.0,1063.99,689.76,964.94,879.6,925.63,948.44,871.99,1001.18,373.08,352.15,353.79,353.06,353.25,478.82,466.85,660.32,603.54,854.3,746.63,826.9,819.94,1043.99,1059.39,1038.06,1059.59,0.896,0.876,0.483,0.872,0.186,0.995,0.967,0.988,0.843,0.959,0.76,0.988,0.971,0.765,0.595,0.211,0.151,13.5518,-2.293
injury_02,angle_01,18,610.1,234.5,1118.1,1067.3,0.878,853.31,886.42,829.3,940.93,803.98,1039.15,762.12,1091.92,704.76,1059.03,658.79,979.11,818.41,951.54,883.28,667.75,862.06,361.79,337.38,337.07,350.76,351.29,507.09,512.13,735.12,701.19,942.78,856.69,878.03,874.5,1079.0,1080.0,978.72,1011.85,0.969,0.903,0.896,0.788,0.763,0.997,0.997,0.975,0.981,0.925,0.944,0.981,0.983,0.512,0.556,0.091,0.101,14.0567,0.5049
injury_02,angle_01,19,624.0,192.6,1107.4,1067.1,0.785,884.09,905.33,864.1,926.9,828.27,1002.37,730.09,1078.9,655.74,1087.98,672.7,970.22,788.26,1015.63,763.86,914.71,786.72,359.46,336.88,334.76,341.14,336.53,468.58,479.63,635.86,667.68,810.27,729.21,885.62,891.92,1080.0,1080.0,1015.35,1023.95,0.919,0.791,0.793,0.516,0.558,0.972,0.975,0.923,0.93,0.89,0.902,0.922,0.922,0.232,0.235,0.039,0.039,14.3815,0.3248
injury_02,angle_01,20,585.0,171.7,1138.4,1066.9,0.436,926.34,949.39,894.96,974.59,836.52,1033.66,735.04,1156.96,621.61,1299.51,703.52,995.36,794.52,1071.61,769.79,1011.8,716.49,397.76,364.31,370.07,329.86,338.07,435.98,448.81,584.72,642.52,698.79,665.04,866.87,880.03,1077.44,1080.0,1003.65,1003.31,0.952,0.788,0.907,0.249,0.718,0.942,0.983,0.853,0.97,0.838,0.961,0.892,0.937,0.169,0.279,0.027,0.039,12.5849,-1.7966
injury_02,angle_01,21,579.7,158.0,1504.7,1066.6,0.678,979.21,999.19,953.47,1015.22,890.59,1074.25,764.03,1252.28,622.95,1421.14,696.41,991.2,771.48,1138.01,738.93,1099.56,626.86,385.44,350.11,358.1,331.82,339.02,469.26,450.14,672.29,628.86,771.4,732.18,876.14,883.11,1056.27,1080.0,969.52,971.08,0.936,0.687,0.837,0.197,0.617,0.969,0.971,0.955,0.967,0.953,0.97,0.935,0.937,0.213,0.22,0.028,0.025,11.1638,-1.421
injury_02,angle_01,22,577.8,180.2,1495.7,1068.9,0.37,1058.75,1083.2,1026.3,1105.52,948.92,1134.18,826.96,1270.72,676.21,1399.0,635.0,1000.53,803.25,1094.65,879.75,1004.2,865.65,423.95,390.28,393.2,356.32,358.59,463.64,445.84,674.26,644.52,832.7,848.46,871.31,872.73,1042.89,1069.07,998.74,1003.92,0.915,0.648,0.876,0.183,0.734,0.943,0.972,0.826,0.938,0.714,0.876,0.85,0.889,0.128,0.18,0.017,0.02,12.217,1.0532
injury_02,angle_01,23,483.6,232.6,1429.2,1067.2,0.917,1077.3,1107.01,1050.37,1130.36,987.77,1157.96,853.24,1287.17,657.61,1369.58,550.57,1003.97,823.14,1095.49,984.49,916.17,935.59,498.78,468.24,466.11,422.26,410.98,502.52,472.74,688.73,654.79,770.64,896.92,874.32,866.25,1054.29,1073.13,900.34,932.04,0.942,0.617,0.917,0.14,0.841,0.963,0.995,0.86,0.99,0.817,0.975,0.906,0.963,0.138,0.317,0.019,0.033,11.5059,-0.7112
injury_02,angle_01,24,430.9,274.6,1339.7,1064.8,0.929,1064.32,1104.16,1035.65,1137.54,965.25,1177.92,841.66,1309.9,652.73,1262.0,501.12,1051.94,857.72,1055.0,968.56,893.44,991.86,546.83,515.54,511.54,470.38,453.96,548.93,505.75,769.63,659.7,736.8,837.83,958.11,942.67,1080.0,1080.0,953.84,997.06,0.929,0.678,0.869,0.267,0.703,0.968,0.99,0.882,0.974,0.848,0.94,0.861,0.924,0.11,0.183,0.014,0.019,12.5819,1.0761
